ID,medv
3,30.93878330549317
6,25.23819383157153
8,18.510090542046484
9,9.524661615435775
10,18.000480978996332
18,16.665419973927253
20,18.512961121340048
25,15.257481724231098
26,12.663707151449088
27,15.085792688279852
29,19.429091355781893
30,20.871357740894858
33,7.059501765581583
34,13.633890770624458
36,23.912170692868298
37,22.256088866047754
38,23.32823871093876
42,28.442011914098465
49,6.987779376103955
53,27.812040137809475
60,21.01785483465744
63,24.058514301818597
70,20.419625961059868
72,21.721354453186727
79,20.988996070809502
80,22.533741643537518
83,26.085567850122768
92,27.31398376009433
93,29.555253549786983
96,28.441640539833063
98,35.96199368052809
99,35.46592871273105
100,32.27016317503084
105,21.379493090119055
106,18.12950104636135
111,20.64946963270456
113,20.36172641262038
114,20.23099647070773
116,19.906532724673248
126,23.4106232043816
130,14.355024189496199
131,20.801709205029347
133,20.910724200585403
136,17.678932200926354
141,13.41640978067942
144,12.34676602469223
145,8.596823612336653
147,15.983991370068168
152,19.235257564308803
153,18.465874243122812
156,17.60890766472204
158,34.36832359109577
163,39.36004671704772
169,26.76205071869161
185,22.173756646688823
186,24.37345721484657
189,32.354261180431536
196,40.98241205526753
197,35.68523298662126
199,34.023439726469725
200,29.730822787167718
203,36.993526229282324
208,17.282541828784776
210,13.274688381347044
211,19.18633095563102
213,19.78370219997041
216,24.829868326493123
218,28.851647797238606
219,22.031414602584622
220,27.39210804273671
221,30.68739809410778
229,36.34794271504208
232,33.798040085637986
238,33.302025763354244
239,28.430200256313906
240,28.28308012178131
242,23.083289669680074
246,12.175754628144787
248,19.27620707329407
253,25.159438429734593
255,23.275369268987426
256,20.819957296153092
257,37.64985077389246
258,44.13392885075707
259,36.917053745281024
260,35.4755813009052
268,41.26941413368351
270,22.72357623227753
271,22.085616049175748
276,34.39785107562771
277,33.214372977890285
278,32.65065132154973
279,30.63412443682918
281,39.075839679016305
288,26.86744933749083
290,26.525565783677727
292,34.92358479553068
295,24.4379506863398
296,28.85837780371377
299,28.639693802887468
300,31.558171629474455
301,30.215392429665695
308,33.006085856234435
314,25.953854180542127
315,25.765901421011574
320,21.37763968847964
322,25.24430018932496
323,23.16147499261951
324,19.273464584655713
327,24.137817628936332
330,23.871236746242843
332,19.25291678305293
333,22.92247008063722
336,20.908135369509743
338,19.2843152544049
346,15.736032196673015
347,13.711148785478564
351,19.865895060654996
352,19.728212505935485
354,25.062161170284966
355,13.664517773081332
356,16.14758585641819
362,20.293846027316086
364,18.905214157476294
365,37.01003537587492
370,32.0731686720977
376,27.566424801022983
379,17.395485783188192
380,18.220473763591094
381,19.852795412091822
382,19.844023397956818
386,8.67530843608412
389,6.827080435821255
391,18.423707556589623
394,21.73126608811831
396,21.64686923783311
398,17.35389264738051
400,11.130009089579758
403,19.336094746331263
405,9.351399229439622
406,12.038936223608992
407,9.222427182054425
410,20.38460575772779
411,17.766457541787176
412,16.871282991575928
413,0.6266250144640821
417,12.931044940357587
421,21.0426427120532
422,19.293944134910248
423,19.71222267910646
424,12.472229957879534
427,16.598662685047106
431,18.18376975087911
436,13.53698419622905
437,15.024627645521974
439,4.165897961963417
447,18.700871491655995
450,18.058755399162244
451,16.522194833089472
455,15.31722348874241
457,12.424212047766236
471,20.99725812309705
474,26.985008621705894
476,16.138360223685485
483,30.157211098905584
486,23.514915293184735
490,7.545959817149281
495,20.836810195030015
496,16.7648842561376
497,13.430882856533344
499,21.49189674352548
501,20.48461839411971
505,26.929584716626618
