ID,medv
3,35.39747619047618
6,24.56875
8,17.533761904761903
9,19.083452380952384
10,18.360071428571427
18,19.064452380952382
20,18.561114285714286
25,16.592714285714287
26,16.120214285714287
27,18.085880952380954
29,17.82908333333333
30,21.682142857142857
33,16.94011904761905
34,14.740369047619046
36,22.981382142857143
37,21.128019505494507
38,21.6506619047619
42,29.539396825396825
49,20.774166666666666
53,25.798365384615387
60,21.325542857142857
63,24.240613553113555
70,21.274233333333335
72,20.595638095238094
79,19.916427666388195
80,21.08939470899471
83,23.821565934065937
92,23.647185185185187
93,23.351271978021977
96,27.84739682539682
98,46.00228571428571
99,46.14695238095238
100,37.40416666666667
105,19.76646592442645
106,17.51307142857143
111,19.453132591093116
113,18.781309523809522
114,17.53852380952381
116,19.584016290726815
126,19.562380952380952
130,15.085166666666666
131,18.754369047619047
133,19.595261904761905
136,15.51725
141,14.85679761904762
144,14.91188095238095
145,15.455214285714282
147,16.082714285714285
152,21.71452380952381
153,21.636375661375663
156,19.07538095238095
158,33.58333333333333
163,48.307
169,21.911756613756616
185,21.140970695970694
186,22.3136452991453
189,30.67123015873016
196,46.90095238095238
197,33.3455
199,32.3825
200,31.86721428571429
203,46.90095238095238
208,18.428666666666665
210,19.323666666666668
211,19.430809523809522
213,19.832031746031745
216,26.072909544159547
218,22.87204761904762
219,18.476142857142857
220,22.545371998372005
221,25.23997619047619
229,46.64028571428571
232,37.0625
238,35.13933333333333
239,23.79400427350427
240,26.65811904761905
242,21.32201851851852
246,18.381999999999998
248,21.350385338345866
253,32.855619047619044
255,22.719785714285717
256,21.99985185185185
257,42.232
258,47.588666666666676
259,36.547666666666665
260,30.686666666666667
268,44.01533333333334
270,20.194884584859583
271,19.781384584859588
276,34.015952380952385
277,33.42633333333334
278,31.600952380952386
279,23.768166666666666
281,46.56028571428571
288,22.956095238095237
290,24.27734126984127
292,36.041642857142854
295,22.260458994708998
296,27.295619047619045
299,23.36903571428571
300,32.779666666666664
301,28.78845238095238
308,28.742000000000008
314,23.93549816849817
315,24.114974358974358
320,20.409390313390315
322,24.38799816849817
323,22.879083333333334
324,19.39790595238095
327,24.545746031746035
330,23.689976190476195
332,19.708966137566136
333,22.777532051282055
336,21.392790043290045
338,19.977110622710622
346,20.567768142578668
347,19.955577666388194
351,23.74453601953602
352,28.177166666666665
354,29.075500000000005
355,19.31480476190476
356,20.77615476190476
362,19.537714285714287
364,17.2995
365,47.1495
370,48.02833333333333
376,32.524857142857144
379,13.260750000000002
380,13.147416666666667
381,14.196142857142856
382,11.654083333333336
386,8.562000000000001
389,7.892833333333334
391,13.624785714285713
394,13.688476190476191
396,13.875642857142855
398,11.084309523809523
400,8.2175
403,11.126750000000001
405,8.655757575757576
406,10.326507575757576
407,13.14325
410,15.652000000000001
411,32.740525000000005
412,15.761000000000001
413,15.232499999999998
417,8.281333333333334
421,15.17647619047619
422,15.369476190476188
423,20.408400457875462
424,15.91197619047619
427,17.93940476190476
431,15.559976190476188
436,14.084583333333333
437,15.426666666666666
439,8.9055
447,15.769976190476191
450,14.10842857142857
451,15.199952380952379
455,14.914619047619045
457,15.6745
471,15.625452380952378
474,24.098499999999998
476,15.838285714285712
483,29.35
486,21.22014129072682
490,12.568090909090909
495,19.889829029304032
496,15.433809523809524
497,15.764666666666667
499,19.889829029304032
501,20.510543315018317
505,27.391666666666662
