ID,medv
3,30.938783305493185
6,25.23819383157153
8,18.510090542046562
9,9.524661615435875
10,18.000480978996386
18,16.665419973927328
20,18.512961121340094
25,15.257481724231198
26,12.66370715144916
27,15.085792688279945
29,19.42909135578199
30,20.871357740894943
33,7.059501765581675
34,13.633890770624564
36,23.91217069286833
37,22.256088866047776
38,23.32823871093873
42,28.442011914098362
49,6.987779376104061
53,27.812040137809372
60,21.017854834657374
63,24.05851430181857
70,20.41962596105975
72,21.72135445318662
79,20.988996070809446
80,22.533741643537418
83,26.085567850122693
92,27.313983760094388
93,29.555253549786965
96,28.441640539833056
98,35.961993680528124
99,35.465928712731014
100,32.270163175030845
105,21.379493090119116
106,18.12950104636143
111,20.649469632704545
113,20.361726412620445
114,20.2309964707078
116,19.90653272467331
126,23.41062320438176
130,14.355024189496312
131,20.80170920502946
133,20.910724200585513
136,17.67893220092647
141,13.416409780679544
144,12.34676602469245
145,8.59682361233688
147,15.983991370068374
152,19.235257564309002
153,18.465874243122983
156,17.608907664722203
158,34.368323591095866
163,39.36004671704782
169,26.76205071869171
185,22.17375664668893
186,24.37345721484664
189,32.35426118043139
196,40.98241205526743
197,35.68523298662112
199,34.023439726469604
200,29.730822787167504
203,36.99352622928217
208,17.282541828784826
210,13.274688381347154
211,19.186330955631114
213,19.78370219997042
216,24.829868326493102
218,28.85164779723869
219,22.03141460258474
220,27.392108042736815
221,30.687398094107845
229,36.34794271504201
232,33.79804008563802
238,33.302025763354266
239,28.430200256313782
240,28.283080121781225
242,23.083289669680042
246,12.175754628144752
248,19.276207073294042
253,25.159438429734422
255,23.275369268987276
256,20.81995729615292
257,37.64985077389235
258,44.1339288507572
259,36.91705374528118
260,35.47558130090535
268,41.26941413368358
270,22.72357623227756
271,22.085616049175737
276,34.39785107562766
277,33.21437297789025
278,32.650651321549645
279,30.634124436829115
281,39.075839679016326
288,26.867449337490697
290,26.52556578367759
292,34.92358479553057
295,24.43795068633976
296,28.858377803713697
299,28.639693802887283
300,31.55817162947426
301,30.215392429665563
308,33.00608585623446
314,25.953854180542198
315,25.765901421011655
320,21.37763968847966
322,25.244300189324953
323,23.16147499261949
324,19.27346458465575
327,24.13781762893627
330,23.871236746242698
332,19.252916783052832
333,22.92247008063711
336,20.90813536950972
338,19.28431525440493
346,15.736032196672944
347,13.711148785478507
351,19.8658950606549
352,19.72821250593531
354,25.06216117028484
355,13.664517773081158
356,16.147585856418008
362,20.293846027316103
364,18.90521415747631
365,37.0100353758749
370,32.07316867209767
376,27.56642480102298
379,17.39548578318819
380,18.2204737635911
381,19.852795412091737
382,19.84402339795682
386,8.67530843608414
389,6.82708043582128
391,18.423707556589633
394,21.731266088118304
396,21.646869237833116
398,17.353892647380512
400,11.130009089579751
403,19.33609474633128
405,9.35139922943959
406,12.03893622360896
407,9.222427182054403
410,20.38460575772777
411,17.76645754178709
412,16.871282991575903
413,0.6266250144640679
417,12.93104494035758
421,21.042642712053212
422,19.29394413491025
423,19.712222679106397
424,12.472229957879495
427,16.59866268504699
431,18.18376975087905
436,13.536984196229078
437,15.024627645521985
439,4.165897961963449
447,18.700871491656017
450,18.058755399162262
451,16.522194833089465
455,15.317223488742414
457,12.424212047766225
471,20.997258123096984
474,26.98500862170581
476,16.13836022368546
483,30.15721109890547
486,23.514915293184597
490,7.54595981714931
495,20.836810195030004
496,16.76488425613757
497,13.430882856533408
499,21.491896743525512
501,20.484618394119778
505,26.929584716626742
